VPTREE,EUCLIDEANDISTANCE,MAXVARIANCE,4490,224311
k,time,count
5,692076,955
5,7331888,9535
5,266758,322
5,249478,323
5,494541,638
5,2322893,3184
5,232606,322
5,928623,1283
5,3670118,4442
5,254203,322
5,955585,1276
5,1363887,1912
5,6901681,8910
5,517186,638
5,257210,323
5,514115,638
5,7640325,10171
5,259959,323
5,499550,642
5,2690830,3824
5,4875734,7002
5,264203,322
5,675619,960
5,490175,639
5,688987,957
5,496338,638
5,220707,322
5,1107383,1596
5,1835178,2547
5,667864,961
5,513044,638
5,706740,956
5,495031,640
5,3503938,4466
5,513190,640
5,1194171,1594
5,656634,960
5,1919070,2550
5,459170,642
5,253524,323
5,249286,322
5,460002,638
5,437462,638
5,1106486,1589
5,863531,1271
5,1157650,1595
5,3902845,5084
5,258598,322
5,476017,638
5,485069,640
5,4787175,6992
5,259296,322
5,1369915,1908
5,977688,1275
5,482976,641
5,461885,638
5,219469,323
5,903074,1275
5,1192763,1590
5,931515,1279
5,626323,960
5,3196767,4141
5,632658,960
5,503655,641
5,251068,322
5,501970,638
5,244085,322
5,1325959,1912
5,1811537,2221
5,240783,323
5,1307680,1911
5,4660203,6680
5,491939,638
5,977465,1275
5,447001,638
5,244069,323
5,221738,323
5,1193264,1590
5,225308,323
5,482758,642
5,465454,638
5,970116,1281
5,2271093,3180
5,242141,323
5,911368,1274
5,960408,1273
5,488697,644
5,495719,638
5,474080,638
5,2434285,3175
5,488242,643
5,450800,638
5,219111,322
5,1879320,2545
5,2207386,3183
5,474794,638
5,968060,1275
5,984997,1274
5,1688572,2235
5,248678,322
5,483180,638
5,217681,322
5,2095516,2874
5,256086,322
5,241267,322
5,687031,956
5,220542,322
5,242651,323
5,223257,322
5,2288278,3181
5,496681,638
5,231002,322
5,238865,322
5,645960,959
5,479032,639
5,3127234,4135
5,2589825,3824
5,254772,322
5,494878,638
5,248566,323
5,997876,1274
5,253486,322
5,1682810,2230
5,670523,962
5,913325,1278
5,1787836,2545
5,1657980,2227
5,5033258,7310
5,1185556,1593
5,248851,322
5,253500,322
5,684835,962
5,489305,643
5,1116752,1590
5,247770,322
5,505293,639
5,486905,639
5,971309,1278
5,1008853,1271
5,931370,1275
5,1952955,2544
5,1210837,1589
5,674210,960
5,2282582,3181
5,511767,638
5,459595,639
5,500151,639
5,490696,638
5,684879,958
5,232097,323
5,675661,956
5,1937454,2554
5,505798,640
5,1171261,1591
5,624254,960
5,485620,639
5,4506614,6355
5,980280,1273
5,652597,963
5,892138,1272
5,675029,960
5,4955795,6993
5,2313675,3192
5,472344,638
5,9033257,12393
5,522062,638
5,673574,959
5,1874342,2552
5,2400017,3495
5,2533081,3818
5,1791614,2548
5,608049,958
5,465869,639
5,635396,956
5,3848236,5087
5,4926757,7309
5,952540,1279
5,939727,1271
5,1174555,1593
5,3543330,4775
5,246511,322
5,983411,1279
5,498615,638
5,3725922,5088
